RID,Group,Sex,Age,Days,Session,Weight_kg,Condition_day,Condition,EtOH,H2O,Phase,Batch,Weight_kg_base
69,Alc,female,65,17,9,0.234,EtOH,start,120,118,Model,5,0.056
70,Ctrl,female,65,17,9,0.232,EtOH,start,121,125,Model,5,0.052
71,Alc+Str,female,65,17,9,0.226,EtOH,start,118,114,Model,5,0.046
72,Str,female,65,17,9,0.201,EtOH,start,121,122,Model,5,0.037
74,Str,female,65,17,9,0.218,EtOH,start,120,122,Model,5,0.037
75,Ctrl,female,65,17,9,0.216,EtOH,start,127,124,Model,5,0.061
76,Alc,female,65,17,9,0.264,EtOH,start,120,115,Model,5,0.068
77,Alc,female,65,17,9,0.178,EtOH,start,119,115,Model,5,0.092
78,Alc+Str,male,65,17,9,0.259,EtOH,start,120,128,Model,5,0.083
79,Str,male,65,17,9,0.27,EtOH,start,123,125,Model,5,0.103
81,Alc+Str,male,65,17,9,0.346,EtOH,start,117,125,Model,5,0.12
83,Str,male,65,17,9,0.285,EtOH,start,123,115,Model,5,0.111
84,Ctrl,male,65,17,9,0.27,EtOH,start,114,130,Model,5,0.104
85,Alc,male,65,17,9,0.296,EtOH,start,118,125,Model,5,0.112
86,Ctrl,male,65,17,9,0.3,EtOH,start,119,124,Model,5,0.114
87,Ctrl,male,65,17,9,0.288,EtOH,start,123,123,Model,5,0.115
68,Alc+Str,female,65,17,9,0.182,EtOH,30_mins,118,123,Model,5,0.046
69,Alc,female,65,17,9,0.234,EtOH,30_mins,120,118,Model,5,0.056
70,Ctrl,female,65,17,9,0.232,EtOH,30_mins,120,124,Model,5,0.052
71,Alc+Str,female,65,17,9,0.226,EtOH,30_mins,118,111,Model,5,0.046
72,Str,female,65,17,9,0.201,EtOH,30_mins,116,120,Model,5,0.037
74,Str,female,65,17,9,0.218,EtOH,30_mins,120,120,Model,5,0.037
75,Ctrl,female,65,17,9,0.216,EtOH,30_mins,126,122,Model,5,0.061
76,Alc,female,65,17,9,0.264,EtOH,30_mins,120,114,Model,5,0.068
77,Alc,female,65,17,9,0.178,EtOH,30_mins,118,114,Model,5,0.092
78,Alc+Str,male,65,17,9,0.259,EtOH,30_mins,120,127,Model,5,0.083
79,Str,male,65,17,9,0.27,EtOH,30_mins,122,124,Model,5,0.103
81,Alc+Str,male,65,17,9,0.346,EtOH,30_mins,117,121,Model,5,0.12
83,Str,male,65,17,9,0.285,EtOH,30_mins,121,111,Model,5,0.111
84,Ctrl,male,65,17,9,0.27,EtOH,30_mins,110,130,Model,5,0.104
85,Alc,male,65,17,9,0.296,EtOH,30_mins,118,125,Model,5,0.112
86,Ctrl,male,65,17,9,0.3,EtOH,30_mins,118,124,Model,5,0.114
87,Ctrl,male,65,17,9,0.288,EtOH,30_mins,122,120,Model,5,0.115
68,Alc+Str,female,65,18,9,0.182,EtOH,24_hrs,87,120,Model,5,0.046
69,Alc,female,65,18,9,0.234,EtOH,24_hrs,116,93,Model,5,0.056
70,Ctrl,female,65,18,9,0.232,EtOH,24_hrs,118,75,Model,5,0.052
71,Alc+Str,female,65,18,9,0.226,EtOH,24_hrs,114,79,Model,5,0.046
72,Str,female,65,18,9,0.201,EtOH,24_hrs,85,119,Model,5,0.037
74,Str,female,65,18,9,0.218,EtOH,24_hrs,114,98,Model,5,0.037
75,Ctrl,female,65,18,9,0.216,EtOH,24_hrs,107,106,Model,5,0.061
76,Alc,female,65,18,9,0.264,EtOH,24_hrs,109,94,Model,5,0.068
77,Alc,female,65,18,9,0.178,EtOH,24_hrs,114,92,Model,5,0.092
78,Alc+Str,male,65,18,9,0.259,EtOH,24_hrs,118,97,Model,5,0.083
79,Str,male,65,18,9,0.27,EtOH,24_hrs,93,112,Model,5,0.103
81,Alc+Str,male,65,18,9,0.346,EtOH,24_hrs,112,94,Model,5,0.12
83,Str,male,65,18,9,0.285,EtOH,24_hrs,87,106,Model,5,0.111
84,Ctrl,male,65,18,9,0.27,EtOH,24_hrs,71,126,Model,5,0.104
85,Alc,male,65,18,9,0.296,EtOH,24_hrs,115,86,Model,5,0.112
86,Ctrl,male,65,18,9,0.3,EtOH,24_hrs,115,68,Model,5,0.114
87,Ctrl,male,65,18,9,0.288,EtOH,24_hrs,81,115,Model,5,0.115
68,Alc+Str,female,65,18,9,0.185,H2O,start,122,120,Model,5,0.049
69,Alc,female,65,18,9,0.239,H2O,start,122,121,Model,5,0.061
70,Ctrl,female,65,18,9,0.241,H2O,start,121,122,Model,5,0.061
71,Alc+Str,female,65,18,9,0.227,H2O,start,121,119,Model,5,0.047
72,Str,female,65,18,9,0.202,H2O,start,123,113,Model,5,0.038
74,Str,female,65,18,9,0.221,H2O,start,121,122,Model,5,0.04
75,Ctrl,female,65,18,9,0.213,H2O,start,121,111,Model,5,0.058
76,Alc,female,65,18,9,0.26,H2O,start,118,122,Model,5,0.064
77,Alc,female,65,18,9,0.175,H2O,start,122,124,Model,5,0.089
78,Alc+Str,male,65,18,9,0.262,H2O,start,120,125,Model,5,0.086
79,Str,male,65,18,9,0.272,H2O,start,121,121,Model,5,0.105
81,Alc+Str,male,65,18,9,0.355,H2O,start,118,110,Model,5,0.129
83,Str,male,65,18,9,0.286,H2O,start,121,122,Model,5,0.112
84,Ctrl,male,65,18,9,0.272,H2O,start,122,124,Model,5,0.106
85,Alc,male,65,18,9,0.3,H2O,start,113,116,Model,5,0.116
86,Ctrl,male,65,18,9,0.302,H2O,start,118,123,Model,5,0.116
87,Ctrl,male,65,18,9,0.292,H2O,start,121,123,Model,5,0.119
68,Alc+Str,female,67,19,9,0.185,H2O,48_hrs,98,113,Model,5,0.049
69,Alc,female,67,19,9,0.239,H2O,48_hrs,62,70,Model,5,0.061
70,Ctrl,female,67,19,9,0.241,H2O,48_hrs,30,117,Model,5,0.061
71,Alc+Str,female,67,19,9,0.227,H2O,48_hrs,112,48,Model,5,0.047
72,Str,female,67,19,9,0.202,H2O,48_hrs,89,89,Model,5,0.038
74,Str,female,67,19,9,0.221,H2O,48_hrs,112,60,Model,5,0.04
75,Ctrl,female,67,19,9,0.213,H2O,48_hrs,69,90,Model,5,0.058
76,Alc,female,67,19,9,0.26,H2O,48_hrs,47,78,Model,5,0.064
77,Alc,female,67,19,9,0.175,H2O,48_hrs,76,103,Model,5,0.089
78,Alc+Str,male,67,19,9,0.262,H2O,48_hrs,76,95,Model,5,0.086
79,Str,male,67,19,9,0.272,H2O,48_hrs,71,86,Model,5,0.105
81,Alc+Str,male,67,19,9,0.355,H2O,48_hrs,43,76,Model,5,0.129
83,Str,male,67,19,9,0.286,H2O,48_hrs,87,60,Model,5,0.112
84,Ctrl,male,67,19,9,0.272,H2O,48_hrs,58,124,Model,5,0.106
85,Alc,male,67,19,9,0.3,H2O,48_hrs,61,65,Model,5,0.116
86,Ctrl,male,67,19,9,0.302,H2O,48_hrs,80,55,Model,5,0.116
87,Ctrl,male,67,19,9,0.292,H2O,48_hrs,87,69,Model,5,0.119
68,Alc+Str,female,67,19,10,0.185,EtOH,start,127,122,Model,5,0.049
69,Alc,female,67,19,10,0.239,EtOH,start,120,123,Model,5,0.061
70,Ctrl,female,67,19,10,0.241,EtOH,start,122,123,Model,5,0.061
71,Alc+Str,female,67,19,10,0.227,EtOH,start,121,123,Model,5,0.047
72,Str,female,67,19,10,0.202,EtOH,start,123,121,Model,5,0.038
74,Str,female,67,19,10,0.221,EtOH,start,122,122,Model,5,0.04
75,Ctrl,female,67,19,10,0.213,EtOH,start,122,121,Model,5,0.058
76,Alc,female,67,19,10,0.26,EtOH,start,119,121,Model,5,0.064
77,Alc,female,67,19,10,0.175,EtOH,start,121,122,Model,5,0.089
78,Alc+Str,male,67,19,10,0.262,EtOH,start,119,122,Model,5,0.086
79,Str,male,67,19,10,0.272,EtOH,start,120,122,Model,5,0.105
81,Alc+Str,male,67,19,10,0.355,EtOH,start,117,122,Model,5,0.129
83,Str,male,67,19,10,0.286,EtOH,start,122,122,Model,5,0.112
84,Ctrl,male,67,19,10,0.272,EtOH,start,123,121,Model,5,0.106
85,Alc,male,67,19,10,0.3,EtOH,start,119,122,Model,5,0.116
86,Ctrl,male,67,19,10,0.302,EtOH,start,119,122,Model,5,0.116
87,Ctrl,male,67,19,10,0.292,EtOH,start,122,117,Model,5,0.119
68,Alc+Str,female,67,19,10,0.185,EtOH,30_mins,127,114,Model,5,0.049
69,Alc,female,67,19,10,0.239,EtOH,30_mins,120,118,Model,5,0.061
70,Ctrl,female,67,19,10,0.241,EtOH,30_mins,120,121,Model,5,0.061
71,Alc+Str,female,67,19,10,0.227,EtOH,30_mins,121,120,Model,5,0.047
72,Str,female,67,19,10,0.202,EtOH,30_mins,123,122,Model,5,0.038
74,Str,female,67,19,10,0.221,EtOH,30_mins,120,121,Model,5,0.04
75,Ctrl,female,67,19,10,0.213,EtOH,30_mins,119,119,Model,5,0.058
76,Alc,female,67,19,10,0.26,EtOH,30_mins,118,119,Model,5,0.064
77,Alc,female,67,19,10,0.175,EtOH,30_mins,121,121,Model,5,0.089
78,Alc+Str,male,67,19,10,0.262,EtOH,30_mins,116,118,Model,5,0.086
79,Str,male,67,19,10,0.272,EtOH,30_mins,119,117,Model,5,0.105
81,Alc+Str,male,67,19,10,0.355,EtOH,30_mins,117,117,Model,5,0.129
83,Str,male,67,19,10,0.286,EtOH,30_mins,121,128,Model,5,0.112
84,Ctrl,male,67,19,10,0.272,EtOH,30_mins,123,122,Model,5,0.106
85,Alc,male,67,19,10,0.3,EtOH,30_mins,119,117,Model,5,0.116
86,Ctrl,male,67,19,10,0.302,EtOH,30_mins,118,115,Model,5,0.116
87,Ctrl,male,67,19,10,0.292,EtOH,30_mins,114,117,Model,5,0.119
68,Alc+Str,female,67,20,10,0.185,EtOH,24_hrs,115,29,Model,5,0.049
69,Alc,female,67,20,10,0.239,EtOH,24_hrs,116,92,Model,5,0.061
70,Ctrl,female,67,20,10,0.241,EtOH,24_hrs,73,118,Model,5,0.061
71,Alc+Str,female,67,20,10,0.227,EtOH,24_hrs,113,89,Model,5,0.047
72,Str,female,67,20,10,0.202,EtOH,24_hrs,118,90,Model,5,0.038
74,Str,female,67,20,10,0.221,EtOH,24_hrs,92,117,Model,5,0.04
75,Ctrl,female,67,20,10,0.213,EtOH,24_hrs,86,116,Model,5,0.058
76,Alc,female,67,20,10,0.26,EtOH,24_hrs,109,90,Model,5,0.064
77,Alc,female,67,20,10,0.175,EtOH,24_hrs,115,80,Model,5,0.089
78,Alc+Str,male,67,20,10,0.262,EtOH,24_hrs,114,82,Model,5,0.086
79,Str,male,67,20,10,0.272,EtOH,24_hrs,84,101,Model,5,0.105
81,Alc+Str,male,67,20,10,0.355,EtOH,24_hrs,112,85,Model,5,0.129
83,Str,male,67,20,10,0.286,EtOH,24_hrs,81,109,Model,5,0.112
84,Ctrl,male,67,20,10,0.272,EtOH,24_hrs,118,76,Model,5,0.106
85,Alc,male,67,20,10,0.3,EtOH,24_hrs,115,84,Model,5,0.116
86,Ctrl,male,67,20,10,0.302,EtOH,24_hrs,116,63,Model,5,0.116
87,Ctrl,male,67,20,10,0.292,EtOH,24_hrs,108,73,Model,5,0.119
68,Alc+Str,female,68,20,10,0.188,H2O,start,122,124,Model,5,0.052
69,Alc,female,68,20,10,0.235,H2O,start,124,122,Model,5,0.057
70,Ctrl,female,68,20,10,0.245,H2O,start,123,124,Model,5,0.065
71,Alc+Str,female,68,20,10,0.233,H2O,start,123,122,Model,5,0.053
72,Str,female,68,20,10,0.208,H2O,start,123,123,Model,5,0.044
74,Str,female,68,20,10,0.23,H2O,start,123,126,Model,5,0.049
75,Ctrl,female,68,20,10,0.218,H2O,start,122,125,Model,5,0.063
76,Alc,female,68,20,10,0.266,H2O,start,122,126,Model,5,0.07
77,Alc,female,68,20,10,0.193,H2O,start,125,122,Model,5,0.107
78,Alc+Str,male,68,20,10,0.282,H2O,start,123,123,Model,5,0.106
79,Str,male,68,20,10,0.292,H2O,start,123,123,Model,5,0.125
81,Alc+Str,male,68,20,10,0.36,H2O,start,125,127,Model,5,0.134
83,Str,male,68,20,10,0.308,H2O,start,122,123,Model,5,0.134
84,Ctrl,male,68,20,10,0.283,H2O,start,122,123,Model,5,0.117
85,Alc,male,68,20,10,0.305,H2O,start,123,124,Model,5,0.121
86,Ctrl,male,68,20,10,0.327,H2O,start,126,126,Model,5,0.141
87,Ctrl,male,68,20,10,0.314,H2O,start,121,122,Model,5,0.141
68,Alc+Str,female,68,21,10,0.188,H2O,24_hrs,102,114,Model,5,0.052
69,Alc,female,68,21,10,0.235,H2O,24_hrs,104,96,Model,5,0.057
70,Ctrl,female,68,21,10,0.245,H2O,24_hrs,80,116,Model,5,0.065
71,Alc+Str,female,68,21,10,0.233,H2O,24_hrs,87,120,Model,5,0.053
72,Str,female,68,21,10,0.208,H2O,24_hrs,120,88,Model,5,0.044
74,Str,female,68,21,10,0.23,H2O,24_hrs,103,116,Model,5,0.049
75,Ctrl,female,68,21,10,0.218,H2O,24_hrs,108,101,Model,5,0.063
76,Alc,female,68,21,10,0.266,H2O,24_hrs,114,86,Model,5,0.07
77,Alc,female,68,21,10,0.193,H2O,24_hrs,105,106,Model,5,0.107
78,Alc+Str,male,68,21,10,0.282,H2O,24_hrs,97,113,Model,5,0.106
79,Str,male,68,21,10,0.292,H2O,24_hrs,92,115,Model,5,0.125
81,Alc+Str,male,68,21,10,0.36,H2O,24_hrs,87,114,Model,5,0.134
83,Str,male,68,21,10,0.308,H2O,24_hrs,76,118,Model,5,0.134
84,Ctrl,male,68,21,10,0.283,H2O,24_hrs,92,100,Model,5,0.117
85,Alc,male,68,21,10,0.305,H2O,24_hrs,96,99,Model,5,0.121
86,Ctrl,male,68,21,10,0.327,H2O,24_hrs,93,105,Model,5,0.141
87,Ctrl,male,68,21,10,0.314,H2O,24_hrs,112,80,Model,5,0.141
68,Alc+Str,female,69,21,11,0.188,EtOH,start,120,121,Model,5,0.052
69,Alc,female,69,21,11,0.235,EtOH,start,119,120,Model,5,0.057
70,Ctrl,female,69,21,11,0.245,EtOH,start,120,121,Model,5,0.065
71,Alc+Str,female,69,21,11,0.233,EtOH,start,120,121,Model,5,0.053
72,Str,female,69,21,11,0.208,EtOH,start,122,118,Model,5,0.044
74,Str,female,69,21,11,0.23,EtOH,start,120,123,Model,5,0.049
75,Ctrl,female,69,21,11,0.218,EtOH,start,122,117,Model,5,0.063
76,Alc,female,69,21,11,0.266,EtOH,start,119,119,Model,5,0.07
77,Alc,female,69,21,11,0.193,EtOH,start,119,123,Model,5,0.107
78,Alc+Str,male,69,21,11,0.282,EtOH,start,124,124,Model,5,0.106
79,Str,male,69,21,11,0.292,EtOH,start,121,120,Model,5,0.125
81,Alc+Str,male,69,21,11,0.36,EtOH,start,114,115,Model,5,0.134
83,Str,male,69,21,11,0.308,EtOH,start,121,122,Model,5,0.134
84,Ctrl,male,69,21,11,0.283,EtOH,start,121,120,Model,5,0.117
85,Alc,male,69,21,11,0.305,EtOH,start,118,121,Model,5,0.121
86,Ctrl,male,69,21,11,0.327,EtOH,start,121,121,Model,5,0.141
87,Ctrl,male,69,21,11,0.314,EtOH,start,121,116,Model,5,0.141
68,Alc+Str,female,69,21,11,0.188,EtOH,30_mins,117,121,Model,5,0.052
69,Alc,female,69,21,11,0.235,EtOH,30_mins,119,119,Model,5,0.057
70,Ctrl,female,69,21,11,0.245,EtOH,30_mins,118,121,Model,5,0.065
71,Alc+Str,female,69,21,11,0.233,EtOH,30_mins,120,121,Model,5,0.053
72,Str,female,69,21,11,0.208,EtOH,30_mins,121,119,Model,5,0.044
74,Str,female,69,21,11,0.23,EtOH,30_mins,120,124,Model,5,0.049
75,Ctrl,female,69,21,11,0.218,EtOH,30_mins,122,116,Model,5,0.063
76,Alc,female,69,21,11,0.266,EtOH,30_mins,119,120,Model,5,0.07
77,Alc,female,69,21,11,0.193,EtOH,30_mins,119,123,Model,5,0.107
78,Alc+Str,male,69,21,11,0.282,EtOH,30_mins,124,122,Model,5,0.106
79,Str,male,69,21,11,0.292,EtOH,30_mins,118,120,Model,5,0.125
81,Alc+Str,male,69,21,11,0.36,EtOH,30_mins,114,115,Model,5,0.134
83,Str,male,69,21,11,0.308,EtOH,30_mins,118,122,Model,5,0.134
84,Ctrl,male,69,21,11,0.283,EtOH,30_mins,116,118,Model,5,0.117
85,Alc,male,69,21,11,0.305,EtOH,30_mins,117,119,Model,5,0.121
86,Ctrl,male,69,21,11,0.327,EtOH,30_mins,121,115,Model,5,0.141
87,Ctrl,male,69,21,11,0.314,EtOH,30_mins,121,111,Model,5,0.141
68,Alc+Str,female,69,22,11,0.188,EtOH,24_hrs,102,114,Model,5,0.052
69,Alc,female,69,22,11,0.235,EtOH,24_hrs,104,96,Model,5,0.057
70,Ctrl,female,69,22,11,0.245,EtOH,24_hrs,80,116,Model,5,0.065
71,Alc+Str,female,69,22,11,0.233,EtOH,24_hrs,87,120,Model,5,0.053
72,Str,female,69,22,11,0.208,EtOH,24_hrs,120,88,Model,5,0.044
74,Str,female,69,22,11,0.23,EtOH,24_hrs,103,116,Model,5,0.049
75,Ctrl,female,69,22,11,0.218,EtOH,24_hrs,108,101,Model,5,0.063
76,Alc,female,69,22,11,0.266,EtOH,24_hrs,114,86,Model,5,0.07
77,Alc,female,69,22,11,0.193,EtOH,24_hrs,105,106,Model,5,0.107
78,Alc+Str,male,69,22,11,0.282,EtOH,24_hrs,97,113,Model,5,0.106
79,Str,male,69,22,11,0.292,EtOH,24_hrs,92,115,Model,5,0.125
81,Alc+Str,male,69,22,11,0.36,EtOH,24_hrs,87,114,Model,5,0.134
83,Str,male,69,22,11,0.308,EtOH,24_hrs,76,118,Model,5,0.134
84,Ctrl,male,69,22,11,0.283,EtOH,24_hrs,92,100,Model,5,0.117
85,Alc,male,69,22,11,0.305,EtOH,24_hrs,96,99,Model,5,0.121
86,Ctrl,male,69,22,11,0.327,EtOH,24_hrs,93,105,Model,5,0.141
87,Ctrl,male,69,22,11,0.314,EtOH,24_hrs,112,80,Model,5,0.141
68,Alc+Str,female,70,22,11,0.193,H2O,start,122,122,Model,5,0.057
69,Alc,female,70,22,11,0.255,H2O,start,122,122,Model,5,0.077
70,Ctrl,female,70,22,11,0.254,H2O,start,121,121,Model,5,0.074
71,Alc+Str,female,70,22,11,0.22,H2O,start,122,122,Model,5,0.04
72,Str,female,70,22,11,0.214,H2O,start,121,121,Model,5,0.05
74,Str,female,70,22,11,0.237,H2O,start,124,124,Model,5,0.056
75,Ctrl,female,70,22,11,0.212,H2O,start,122,122,Model,5,0.057
76,Alc,female,70,22,11,0.276,H2O,start,123,121,Model,5,0.08
77,Alc,female,70,22,11,0.191,H2O,start,124,123,Model,5,0.105
78,Alc+Str,male,70,22,11,0.272,H2O,start,120,120,Model,5,0.096
79,Str,male,70,22,11,0.284,H2O,start,119,122,Model,5,0.117
81,Alc+Str,male,70,22,11,0.341,H2O,start,120,123,Model,5,0.115
83,Str,male,70,22,11,0.306,H2O,start,120,121,Model,5,0.132
84,Ctrl,male,70,22,11,0.288,H2O,start,118,123,Model,5,0.122
85,Alc,male,70,22,11,0.313,H2O,start,120,122,Model,5,0.129
86,Ctrl,male,70,22,11,0.33,H2O,start,122,122,Model,5,0.144
87,Ctrl,male,70,22,11,0.31,H2O,start,122,121,Model,5,0.137
68,Alc+Str,female,70,23,11,0.193,H2O,24_hrs,121,92,Model,5,0.057
69,Alc,female,70,23,11,0.255,H2O,24_hrs,118,85,Model,5,0.077
70,Ctrl,female,70,23,11,0.254,H2O,24_hrs,86,104,Model,5,0.074
71,Alc+Str,female,70,23,11,0.22,H2O,24_hrs,111,84,Model,5,0.04
72,Str,female,70,23,11,0.214,H2O,24_hrs,89,118,Model,5,0.05
74,Str,female,70,23,11,0.237,H2O,24_hrs,121,95,Model,5,0.056
75,Ctrl,female,70,23,11,0.212,H2O,24_hrs,79,121,Model,5,0.057
76,Alc,female,70,23,11,0.276,H2O,24_hrs,85,102,Model,5,0.08
77,Alc,female,70,23,11,0.191,H2O,24_hrs,119,101,Model,5,0.105
78,Alc+Str,male,70,23,11,0.272,H2O,24_hrs,100,97,Model,5,0.096
79,Str,male,70,23,11,0.284,H2O,24_hrs,123,76,Model,5,0.117
81,Alc+Str,male,70,23,11,0.341,H2O,24_hrs,58,122,Model,5,0.115
83,Str,male,70,23,11,0.306,H2O,24_hrs,91,105,Model,5,0.132
84,Ctrl,male,70,23,11,0.288,H2O,24_hrs,118,72,Model,5,0.122
85,Alc,male,70,23,11,0.313,H2O,24_hrs,118,74,Model,5,0.129
86,Ctrl,male,70,23,11,0.33,H2O,24_hrs,103,94,Model,5,0.144
87,Ctrl,male,70,23,11,0.31,H2O,24_hrs,84,113,Model,5,0.137
68,Alc+Str,female,72,23,12,0.317,EtOH,start,113,118,Model,5,0.181
69,Alc,female,72,23,12,0.2,EtOH,start,125,116,Model,5,0.022
70,Ctrl,female,72,23,12,0.241,EtOH,start,106,111,Model,5,0.061
71,Alc+Str,female,72,23,12,0.256,EtOH,start,120,123,Model,5,0.076
72,Str,female,72,23,12,0.234,EtOH,start,122,108,Model,5,0.07
74,Str,female,72,23,12,0.21,EtOH,start,115,112,Model,5,0.029
75,Ctrl,female,72,23,12,0.231,EtOH,start,121,119,Model,5,0.076
76,Alc,female,72,23,12,0.233,EtOH,start,120,113,Model,5,0.037
77,Alc,female,72,23,12,0.272,EtOH,start,121,115,Model,5,0.186
78,Alc+Str,male,72,23,12,0.198,EtOH,start,119,120,Model,5,0.022
79,Str,male,72,23,12,0.287,EtOH,start,119,121,Model,5,0.12
81,Alc+Str,male,72,23,12,0.294,EtOH,start,120,114,Model,5,0.068
83,Str,male,72,23,12,0.299,EtOH,start,121,121,Model,5,0.125
84,Ctrl,male,72,23,12,0.361,EtOH,start,120,120,Model,5,0.195
85,Alc,male,72,23,12,0.32,EtOH,start,119,120,Model,5,0.136
86,Ctrl,male,72,23,12,0.298,EtOH,start,121,121,Model,5,0.112
87,Ctrl,male,72,23,12,0.316,EtOH,start,121,118,Model,5,0.143
68,Alc+Str,female,72,23,12,0.317,EtOH,30_mins,96,118,Model,5,0.181
69,Alc,female,72,23,12,0.2,EtOH,30_mins,125,114,Model,5,0.022
70,Ctrl,female,72,23,12,0.241,EtOH,30_mins,105,109,Model,5,0.061
71,Alc+Str,female,72,23,12,0.256,EtOH,30_mins,120,123,Model,5,0.076
72,Str,female,72,23,12,0.234,EtOH,30_mins,123,107,Model,5,0.07
74,Str,female,72,23,12,0.21,EtOH,30_mins,116,112,Model,5,0.029
75,Ctrl,female,72,23,12,0.231,EtOH,30_mins,118,117,Model,5,0.076
76,Alc,female,72,23,12,0.233,EtOH,30_mins,118,113,Model,5,0.037
77,Alc,female,72,23,12,0.272,EtOH,30_mins,121,113,Model,5,0.186
78,Alc+Str,male,72,23,12,0.198,EtOH,30_mins,119,116,Model,5,0.022
79,Str,male,72,23,12,0.287,EtOH,30_mins,119,118,Model,5,0.12
81,Alc+Str,male,72,23,12,0.294,EtOH,30_mins,120,108,Model,5,0.068
83,Str,male,72,23,12,0.299,EtOH,30_mins,121,118,Model,5,0.125
84,Ctrl,male,72,23,12,0.361,EtOH,30_mins,119,120,Model,5,0.195
85,Alc,male,72,23,12,0.32,EtOH,30_mins,119,120,Model,5,0.136
86,Ctrl,male,72,23,12,0.298,EtOH,30_mins,121,121,Model,5,0.112
87,Ctrl,male,72,23,12,0.316,EtOH,30_mins,121,114,Model,5,0.143
68,Alc+Str,female,72,24,12,0.317,EtOH,24_hrs,59,100,Model,5,0.181
69,Alc,female,72,24,12,0.2,EtOH,24_hrs,123,87,Model,5,0.022
70,Ctrl,female,72,24,12,0.241,EtOH,24_hrs,101,61,Model,5,0.061
71,Alc+Str,female,72,24,12,0.256,EtOH,24_hrs,117,93,Model,5,0.076
72,Str,female,72,24,12,0.234,EtOH,24_hrs,106,104,Model,5,0.07
74,Str,female,72,24,12,0.21,EtOH,24_hrs,82,110,Model,5,0.029
75,Ctrl,female,72,24,12,0.231,EtOH,24_hrs,90,112,Model,5,0.076
76,Alc,female,72,24,12,0.233,EtOH,24_hrs,108,84,Model,5,0.037
77,Alc,female,72,24,12,0.272,EtOH,24_hrs,118,94,Model,5,0.186
78,Alc+Str,male,72,24,12,0.198,EtOH,24_hrs,118,78,Model,5,0.022
79,Str,male,72,24,12,0.287,EtOH,24_hrs,116,80,Model,5,0.12
81,Alc+Str,male,72,24,12,0.294,EtOH,24_hrs,118,67,Model,5,0.068
83,Str,male,72,24,12,0.299,EtOH,24_hrs,100,99,Model,5,0.125
84,Ctrl,male,72,24,12,0.361,EtOH,24_hrs,81,116,Model,5,0.195
85,Alc,male,72,24,12,0.32,EtOH,24_hrs,116,85,Model,5,0.136
86,Ctrl,male,72,24,12,0.298,EtOH,24_hrs,86,114,Model,5,0.112
87,Ctrl,male,72,24,12,0.316,EtOH,24_hrs,106,84,Model,5,0.143
68,Alc+Str,female,72,24,12,0.192,H2O,start,121,122,Model,5,0.056
69,Alc,female,72,24,12,0.241,H2O,start,123,122,Model,5,0.063
70,Ctrl,female,72,24,12,0.255,H2O,start,124,124,Model,5,0.075
71,Alc+Str,female,72,24,12,0.234,H2O,start,123,123,Model,5,0.054
72,Str,female,72,24,12,0.208,H2O,start,123,126,Model,5,0.044
74,Str,female,72,24,12,0.24,H2O,start,122,124,Model,5,0.059
75,Ctrl,female,72,24,12,0.23,H2O,start,122,123,Model,5,0.075
76,Alc,female,72,24,12,0.276,H2O,start,123,122,Model,5,0.08
77,Alc,female,72,24,12,0.196,H2O,start,118,121,Model,5,0.11
78,Alc+Str,male,72,24,12,0.285,H2O,start,121,121,Model,5,0.109
79,Str,male,72,24,12,0.293,H2O,start,116,122,Model,5,0.126
81,Alc+Str,male,72,24,12,0.363,H2O,start,120,123,Model,5,0.137
83,Str,male,72,24,12,0.313,H2O,start,122,121,Model,5,0.139
84,Ctrl,male,72,24,12,0.295,H2O,start,122,122,Model,5,0.129
85,Alc,male,72,24,12,0.323,H2O,start,120,123,Model,5,0.139
86,Ctrl,male,72,24,12,0.34,H2O,start,122,122,Model,5,0.154
87,Ctrl,male,72,24,12,0.324,H2O,start,120,118,Model,5,0.151
68,Alc+Str,female,74,25,12,0.192,H2O,48_hrs,102,60,Model,5,0.056
69,Alc,female,74,25,12,0.241,H2O,48_hrs,85,105,Model,5,0.063
70,Ctrl,female,74,25,12,0.255,H2O,48_hrs,123,62,Model,5,0.075
71,Alc+Str,female,74,25,12,0.234,H2O,48_hrs,62,107,Model,5,0.054
72,Str,female,74,25,12,0.208,H2O,48_hrs,121,67,Model,5,0.044
74,Str,female,74,25,12,0.24,H2O,48_hrs,106,70,Model,5,0.059
75,Ctrl,female,74,25,12,0.23,H2O,48_hrs,59,110,Model,5,0.075
76,Alc,female,74,25,12,0.276,H2O,48_hrs,118,69,Model,5,0.08
77,Alc,female,74,25,12,0.196,H2O,48_hrs,104,86,Model,5,0.11
78,Alc+Str,male,74,25,12,0.285,H2O,48_hrs,109,60,Model,5,0.109
79,Str,male,74,25,12,0.293,H2O,48_hrs,63,95,Model,5,0.126
81,Alc+Str,male,74,25,12,0.363,H2O,48_hrs,51,121,Model,5,0.137
83,Str,male,74,25,12,0.313,H2O,48_hrs,117,65,Model,5,0.139
84,Ctrl,male,74,25,12,0.295,H2O,48_hrs,121,58,Model,5,0.129
85,Alc,male,74,25,12,0.323,H2O,48_hrs,56,115,Model,5,0.139
86,Ctrl,male,74,25,12,0.34,H2O,48_hrs,59,107,Model,5,0.154
87,Ctrl,male,74,25,12,0.324,H2O,48_hrs,63,87,Model,5,0.151
68,Alc+Str,female,74,25,13,0.206,EtOH,start,124,122,Model,5,0.07
69,Alc,female,74,25,13,0.254,EtOH,start,118,123,Model,5,0.076
