Date,RID,Group,Sex,Age,Days,Session,Weight_kg,Condition_day,Condition,EtOH,H2O,Phase,Batch,Weight_kg_base
19/10/2021,54,Ctrl,female,67,18,9,0.222,EtOH,24_hrs,86,118,Model,4,0.067
19/10/2021,56,Alc,female,67,18,9,0.233,EtOH,24_hrs,112,95,Model,4,0.072
19/10/2021,57,Str,female,67,18,9,0.201,EtOH,24_hrs,101,118,Model,4,0.038
19/10/2021,58,Alc+Str,female,67,18,9,0.208,EtOH,24_hrs,117,93,Model,4,0.054
19/10/2021,59,Ctrl,female,67,18,9,0.203,EtOH,24_hrs,112,98,Model,4,0.055
19/10/2021,61,Alc,male,67,18,9,0.272,EtOH,24_hrs,88,120,Model,4,0.095
19/10/2021,62,Alc+Str,male,67,18,9,0.269,EtOH,24_hrs,117,87,Model,4,0.114
19/10/2021,63,Ctrl,male,67,18,9,0.32,EtOH,24_hrs,86,118,Model,4,0.147
19/10/2021,64,Ctrl,male,67,18,9,0.308,EtOH,24_hrs,113,90,Model,4,0.117
19/10/2021,65,Str,male,67,18,9,0.303,EtOH,24_hrs,99,109,Model,4,0.121
19/10/2021,66,Alc+Str,male,67,18,9,0.307,EtOH,24_hrs,101,122,Model,4,0.099
19/10/2021,67,Alc,male,67,18,9,0.335,EtOH,24_hrs,110,93,Model,4,0.133
19/10/2021,52,Str,female,68,19,9,0.197,H2O,start,124,123,Model,4,0.039
19/10/2021,53,Alc,female,68,19,9,0.223,H2O,start,124,121,Model,4,0.07
19/10/2021,54,Ctrl,female,68,19,9,0.226,H2O,start,122,129,Model,4,0.071
19/10/2021,56,Alc,female,68,19,9,0.225,H2O,start,122,123,Model,4,0.064
19/10/2021,57,Str,female,68,19,9,0.203,H2O,start,123,123,Model,4,0.04
19/10/2021,58,Alc+Str,female,68,19,9,0.215,H2O,start,122,123,Model,4,0.061
19/10/2021,59,Ctrl,female,68,19,9,0.209,H2O,start,123,122,Model,4,0.061
19/10/2021,61,Alc,male,68,19,9,0.271,H2O,start,123,123,Model,4,0.094
19/10/2021,62,Alc+Str,male,68,19,9,0.279,H2O,start,125,122,Model,4,0.124
19/10/2021,63,Ctrl,male,68,19,9,0.323,H2O,start,121,124,Model,4,0.15
19/10/2021,64,Ctrl,male,68,19,9,0.311,H2O,start,124,123,Model,4,0.12
19/10/2021,65,Str,male,68,19,9,0.306,H2O,start,123,122,Model,4,0.124
19/10/2021,66,Alc+Str,male,68,19,9,0.31,H2O,start,123,123,Model,4,0.102
19/10/2021,67,Alc,male,68,19,9,0.344,H2O,start,125,124,Model,4,0.142
20/10/2021,52,Str,female,68,19,9,0.197,H2O,24_hrs,113,101,Model,4,0.039
20/10/2021,53,Alc,female,68,19,9,0.223,H2O,24_hrs,120,90,Model,4,0.07
20/10/2021,54,Ctrl,female,68,19,9,0.226,H2O,24_hrs,78,128,Model,4,0.071
20/10/2021,56,Alc,female,68,19,9,0.225,H2O,24_hrs,93,111,Model,4,0.064
20/10/2021,57,Str,female,68,19,9,0.203,H2O,24_hrs,121,89,Model,4,0.04
20/10/2021,58,Alc+Str,female,68,19,9,0.215,H2O,24_hrs,116,81,Model,4,0.061
20/10/2021,59,Ctrl,female,68,19,9,0.209,H2O,24_hrs,122,82,Model,4,0.061
20/10/2021,61,Alc,male,68,19,9,0.271,H2O,24_hrs,86,117,Model,4,0.094
20/10/2021,62,Alc+Str,male,68,19,9,0.279,H2O,24_hrs,116,83,Model,4,0.124
20/10/2021,63,Ctrl,male,68,19,9,0.323,H2O,24_hrs,86,112,Model,4,0.15
20/10/2021,64,Ctrl,male,68,19,9,0.311,H2O,24_hrs,121,71,Model,4,0.12
20/10/2021,65,Str,male,68,19,9,0.306,H2O,24_hrs,108,97,Model,4,0.124
20/10/2021,66,Alc+Str,male,68,19,9,0.31,H2O,24_hrs,73,113,Model,4,0.102
20/10/2021,67,Alc,male,68,19,9,0.344,H2O,24_hrs,86,109,Model,4,0.142
20/10/2021,52,Str,female,69,19,10,0.2,EtOH,start,124,124,Model,4,0.042
20/10/2021,53,Alc,female,69,19,10,0.229,EtOH,start,120,125,Model,4,0.076
20/10/2021,54,Ctrl,female,69,19,10,0.23,EtOH,start,123,122,Model,4,0.075
20/10/2021,56,Alc,female,69,19,10,0.226,EtOH,start,120,120,Model,4,0.065
20/10/2021,57,Str,female,69,19,10,0.209,EtOH,start,122,122,Model,4,0.046
20/10/2021,58,Alc+Str,female,69,19,10,0.215,EtOH,start,119,123,Model,4,0.061
20/10/2021,59,Ctrl,female,69,19,10,0.214,EtOH,start,124,124,Model,4,0.066
20/10/2021,61,Alc,male,69,19,10,0.282,EtOH,start,119,123,Model,4,0.105
20/10/2021,62,Alc+Str,male,69,19,10,0.278,EtOH,start,117,121,Model,4,0.123
20/10/2021,63,Ctrl,male,69,19,10,0.337,EtOH,start,122,122,Model,4,0.164
20/10/2021,64,Ctrl,male,69,19,10,0.322,EtOH,start,122,121,Model,4,0.131
20/10/2021,65,Str,male,69,19,10,0.313,EtOH,start,122,124,Model,4,0.131
20/10/2021,66,Alc+Str,male,69,19,10,0.313,EtOH,start,120,123,Model,4,0.105
20/10/2021,67,Alc,male,69,19,10,0.353,EtOH,start,119,121,Model,4,0.151
20/10/2021,52,Str,female,69,20,10,0.2,EtOH,30_mins,124,123,Model,4,0.042
20/10/2021,53,Alc,female,69,20,10,0.229,EtOH,30_mins,117,124,Model,4,0.076
20/10/2021,54,Ctrl,female,69,20,10,0.23,EtOH,30_mins,122,119,Model,4,0.075
20/10/2021,56,Alc,female,69,20,10,0.226,EtOH,30_mins,120,118,Model,4,0.065
20/10/2021,57,Str,female,69,20,10,0.209,EtOH,30_mins,121,120,Model,4,0.046
20/10/2021,58,Alc+Str,female,69,20,10,0.215,EtOH,30_mins,119,123,Model,4,0.061
20/10/2021,59,Ctrl,female,69,20,10,0.214,EtOH,30_mins,123,121,Model,4,0.066
20/10/2021,61,Alc,male,69,20,10,0.282,EtOH,30_mins,119,121,Model,4,0.105
20/10/2021,62,Alc+Str,male,69,20,10,0.278,EtOH,30_mins,115,120,Model,4,0.123
20/10/2021,63,Ctrl,male,69,20,10,0.337,EtOH,30_mins,121,121,Model,4,0.164
20/10/2021,64,Ctrl,male,69,20,10,0.322,EtOH,30_mins,122,121,Model,4,0.131
20/10/2021,65,Str,male,69,20,10,0.313,EtOH,30_mins,122,120,Model,4,0.131
20/10/2021,66,Alc+Str,male,69,20,10,0.313,EtOH,30_mins,120,120,Model,4,0.105
20/10/2021,67,Alc,male,69,20,10,0.353,EtOH,30_mins,117,120,Model,4,0.151
21/10/2021,52,Str,female,69,20,10,0.2,EtOH,24_hrs,122,99,Model,4,0.042
21/10/2021,53,Alc,female,69,20,10,0.229,EtOH,24_hrs,92,109,Model,4,0.076
21/10/2021,54,Ctrl,female,69,20,10,0.23,EtOH,24_hrs,115,95,Model,4,0.075
21/10/2021,56,Alc,female,69,20,10,0.226,EtOH,24_hrs,118,90,Model,4,0.065
21/10/2021,57,Str,female,69,20,10,0.209,EtOH,24_hrs,99,117,Model,4,0.046
21/10/2021,58,Alc+Str,female,69,20,10,0.215,EtOH,24_hrs,118,97,Model,4,0.061
21/10/2021,59,Ctrl,female,69,20,10,0.214,EtOH,24_hrs,113,94,Model,4,0.066
21/10/2021,61,Alc,male,69,20,10,0.282,EtOH,24_hrs,117,84,Model,4,0.105
21/10/2021,62,Alc+Str,male,69,20,10,0.278,EtOH,24_hrs,113,93,Model,4,0.123
21/10/2021,63,Ctrl,male,69,20,10,0.337,EtOH,24_hrs,84,116,Model,4,0.164
21/10/2021,64,Ctrl,male,69,20,10,0.322,EtOH,24_hrs,118,84,Model,4,0.131
21/10/2021,65,Str,male,69,20,10,0.313,EtOH,24_hrs,118,91,Model,4,0.131
21/10/2021,66,Alc+Str,male,69,20,10,0.313,EtOH,24_hrs,116,82,Model,4,0.105
21/10/2021,67,Alc,male,69,20,10,0.353,EtOH,24_hrs,114,82,Model,4,0.151
21/10/2021,52,Str,female,70,21,10,0.199,H2O,start,122,125,Model,4,0.041
21/10/2021,53,Alc,female,70,21,10,0.23,H2O,start,123,122,Model,4,0.077
21/10/2021,54,Ctrl,female,70,21,10,0.229,H2O,start,123,122,Model,4,0.074
21/10/2021,56,Alc,female,70,21,10,0.233,H2O,start,120,122,Model,4,0.072
21/10/2021,57,Str,female,70,21,10,0.207,H2O,start,121,123,Model,4,0.044
21/10/2021,58,Alc+Str,female,70,21,10,0.208,H2O,start,122,123,Model,4,0.054
21/10/2021,59,Ctrl,female,70,21,10,0.219,H2O,start,120,121,Model,4,0.071
21/10/2021,61,Alc,male,70,21,10,0.286,H2O,start,123,122,Model,4,0.109
21/10/2021,62,Alc+Str,male,70,21,10,0.279,H2O,start,123,123,Model,4,0.124
21/10/2021,63,Ctrl,male,70,21,10,0.342,H2O,start,121,122,Model,4,0.169
21/10/2021,64,Ctrl,male,70,21,10,0.33,H2O,start,121,123,Model,4,0.139
21/10/2021,65,Str,male,70,21,10,0.309,H2O,start,121,122,Model,4,0.127
21/10/2021,66,Alc+Str,male,70,21,10,0.31,H2O,start,122,122,Model,4,0.102
21/10/2021,67,Alc,male,70,21,10,0.358,H2O,start,122,123,Model,4,0.156
22/10/2021,52,Str,female,70,21,10,0.199,H2O,24_hrs,98,122,Model,4,0.041
22/10/2021,53,Alc,female,70,21,10,0.23,H2O,24_hrs,94,119,Model,4,0.077
22/10/2021,54,Ctrl,female,70,21,10,0.229,H2O,24_hrs,107,104,Model,4,0.074
22/10/2021,56,Alc,female,70,21,10,0.233,H2O,24_hrs,90,109,Model,4,0.072
22/10/2021,57,Str,female,70,21,10,0.207,H2O,24_hrs,118,107,Model,4,0.044
22/10/2021,58,Alc+Str,female,70,21,10,0.208,H2O,24_hrs,118,90,Model,4,0.054
22/10/2021,59,Ctrl,female,70,21,10,0.219,H2O,24_hrs,89,120,Model,4,0.071
22/10/2021,61,Alc,male,70,21,10,0.286,H2O,24_hrs,114,88,Model,4,0.109
22/10/2021,62,Alc+Str,male,70,21,10,0.279,H2O,24_hrs,106,112,Model,4,0.124
22/10/2021,63,Ctrl,male,70,21,10,0.342,H2O,24_hrs,112,93,Model,4,0.169
22/10/2021,64,Ctrl,male,70,21,10,0.33,H2O,24_hrs,117,83,Model,4,0.139
22/10/2021,65,Str,male,70,21,10,0.309,H2O,24_hrs,112,104,Model,4,0.127
22/10/2021,66,Alc+Str,male,70,21,10,0.31,H2O,24_hrs,120,87,Model,4,0.102
22/10/2021,67,Alc,male,70,21,10,0.358,H2O,24_hrs,110,90,Model,4,0.156
22/10/2021,52,Str,female,71,21,11,0.198,EtOH,start,123,122,Model,4,0.04
22/10/2021,53,Alc,female,71,21,11,0.234,EtOH,start,121,122,Model,4,0.081
22/10/2021,54,Ctrl,female,71,21,11,0.23,EtOH,start,122,124,Model,4,0.075
22/10/2021,56,Alc,female,71,21,11,0.237,EtOH,start,120,122,Model,4,0.076
22/10/2021,57,Str,female,71,21,11,0.206,EtOH,start,121,122,Model,4,0.043
22/10/2021,58,Alc+Str,female,71,21,11,0.212,EtOH,start,122,123,Model,4,0.058
22/10/2021,59,Ctrl,female,71,21,11,0.221,EtOH,start,121,123,Model,4,0.073
22/10/2021,61,Alc,male,71,21,11,0.292,EtOH,start,117,121,Model,4,0.115
22/10/2021,62,Alc+Str,male,71,21,11,0.28,EtOH,start,121,122,Model,4,0.125
22/10/2021,63,Ctrl,male,71,21,11,0.395,EtOH,start,122,122,Model,4,0.222
22/10/2021,64,Ctrl,male,71,21,11,0.331,EtOH,start,122,122,Model,4,0.14
22/10/2021,65,Str,male,71,21,11,0.306,EtOH,start,121,121,Model,4,0.124
22/10/2021,66,Alc+Str,male,71,21,11,0.31,EtOH,start,122,122,Model,4,0.102
22/10/2021,67,Alc,male,71,21,11,0.361,EtOH,start,120,122,Model,4,0.159
22/10/2021,52,Str,female,71,22,11,0.198,EtOH,30_mins,122,122,Model,4,0.04
22/10/2021,53,Alc,female,71,22,11,0.234,EtOH,30_mins,121,122,Model,4,0.081
22/10/2021,54,Ctrl,female,71,22,11,0.23,EtOH,30_mins,121,124,Model,4,0.075
22/10/2021,56,Alc,female,71,22,11,0.237,EtOH,30_mins,120,122,Model,4,0.076
22/10/2021,57,Str,female,71,22,11,0.206,EtOH,30_mins,118,122,Model,4,0.043
22/10/2021,58,Alc+Str,female,71,22,11,0.212,EtOH,30_mins,122,123,Model,4,0.058
22/10/2021,59,Ctrl,female,71,22,11,0.221,EtOH,30_mins,119,120,Model,4,0.073
22/10/2021,61,Alc,male,71,22,11,0.292,EtOH,30_mins,117,117,Model,4,0.115
22/10/2021,62,Alc+Str,male,71,22,11,0.28,EtOH,30_mins,120,121,Model,4,0.125
22/10/2021,63,Ctrl,male,71,22,11,0.395,EtOH,30_mins,120,121,Model,4,0.222
22/10/2021,64,Ctrl,male,71,22,11,0.331,EtOH,30_mins,122,122,Model,4,0.14
22/10/2021,65,Str,male,71,22,11,0.306,EtOH,30_mins,120,120,Model,4,0.124
22/10/2021,66,Alc+Str,male,71,22,11,0.31,EtOH,30_mins,122,122,Model,4,0.102
22/10/2021,67,Alc,male,71,22,11,0.361,EtOH,30_mins,119,121,Model,4,0.159
23/10/2021,52,Str,female,71,22,11,0.198,EtOH,24_hrs,99,120,Model,4,0.04
23/10/2021,53,Alc,female,71,22,11,0.234,EtOH,24_hrs,117,98,Model,4,0.081
23/10/2021,54,Ctrl,female,71,22,11,0.23,EtOH,24_hrs,114,106,Model,4,0.075
23/10/2021,56,Alc,female,71,22,11,0.237,EtOH,24_hrs,117,94,Model,4,0.076
23/10/2021,57,Str,female,71,22,11,0.206,EtOH,24_hrs,90,120,Model,4,0.043
23/10/2021,58,Alc+Str,female,71,22,11,0.212,EtOH,24_hrs,120,96,Model,4,0.058
23/10/2021,59,Ctrl,female,71,22,11,0.221,EtOH,24_hrs,97,119,Model,4,0.073
23/10/2021,61,Alc,male,71,22,11,0.292,EtOH,24_hrs,116,83,Model,4,0.115
23/10/2021,62,Alc+Str,male,71,22,11,0.28,EtOH,24_hrs,114,100,Model,4,0.125
23/10/2021,63,Ctrl,male,71,22,11,0.395,EtOH,24_hrs,86,121,Model,4,0.222
23/10/2021,64,Ctrl,male,71,22,11,0.331,EtOH,24_hrs,86,117,Model,4,0.14
23/10/2021,65,Str,male,71,22,11,0.306,EtOH,24_hrs,86,119,Model,4,0.124
23/10/2021,66,Alc+Str,male,71,22,11,0.31,EtOH,24_hrs,113,116,Model,4,0.102
23/10/2021,67,Alc,male,71,22,11,0.361,EtOH,24_hrs,115,77,Model,4,0.159
23/10/2021,52,Str,female,72,23,11,0.195,H2O,start,123,124,Model,4,0.037
23/10/2021,53,Alc,female,72,23,11,0.238,H2O,start,122,124,Model,4,0.085
23/10/2021,54,Ctrl,female,72,23,11,0.227,H2O,start,124,123,Model,4,0.072
23/10/2021,56,Alc,female,72,23,11,0.242,H2O,start,124,122,Model,4,0.081
23/10/2021,57,Str,female,72,23,11,0.204,H2O,start,123,123,Model,4,0.041
23/10/2021,58,Alc+Str,female,72,23,11,0.217,H2O,start,123,124,Model,4,0.063
23/10/2021,59,Ctrl,female,72,23,11,0.22,H2O,start,122,123,Model,4,0.072
23/10/2021,61,Alc,male,72,23,11,0.295,H2O,start,122,123,Model,4,0.118
23/10/2021,62,Alc+Str,male,72,23,11,0.288,H2O,start,122,123,Model,4,0.133
23/10/2021,63,Ctrl,male,72,23,11,0.347,H2O,start,124,123,Model,4,0.174
23/10/2021,64,Ctrl,male,72,23,11,0.335,H2O,start,122,123,Model,4,0.144
23/10/2021,65,Str,male,72,23,11,0.316,H2O,start,123,122,Model,4,0.134
23/10/2021,66,Alc+Str,male,72,23,11,0.312,H2O,start,126,124,Model,4,0.104
23/10/2021,67,Alc,male,72,23,11,0.372,H2O,start,123,123,Model,4,0.17
25/10/2021,52,Str,female,72,23,11,0.195,H2O,48_hrs,109,83,Model,4,0.037
25/10/2021,53,Alc,female,72,23,11,0.238,H2O,48_hrs,101,80,Model,4,0.085
25/10/2021,54,Ctrl,female,72,23,11,0.227,H2O,48_hrs,92,90,Model,4,0.072
25/10/2021,56,Alc,female,72,23,11,0.242,H2O,48_hrs,118,47,Model,4,0.081
25/10/2021,57,Str,female,72,23,11,0.204,H2O,48_hrs,121,69,Model,4,0.041
25/10/2021,58,Alc+Str,female,72,23,11,0.217,H2O,48_hrs,64,107,Model,4,0.063
25/10/2021,59,Ctrl,female,72,23,11,0.22,H2O,48_hrs,95,93,Model,4,0.072
25/10/2021,61,Alc,male,72,23,11,0.295,H2O,48_hrs,80,91,Model,4,0.118
25/10/2021,62,Alc+Str,male,72,23,11,0.288,H2O,48_hrs,117,37,Model,4,0.133
25/10/2021,63,Ctrl,male,72,23,11,0.347,H2O,48_hrs,73,99,Model,4,0.174
25/10/2021,64,Ctrl,male,72,23,11,0.335,H2O,48_hrs,109,62,Model,4,0.144
25/10/2021,65,Str,male,72,23,11,0.316,H2O,48_hrs,112,49,Model,4,0.134
25/10/2021,66,Alc+Str,male,72,23,11,0.312,H2O,48_hrs,31,118,Model,4,0.104
25/10/2021,67,Alc,male,72,23,11,0.372,H2O,48_hrs,106,40,Model,4,0.17
25/10/2021,52,Str,female,74,23,12,0.197,EtOH,start,124,123,Model,4,0.039
25/10/2021,53,Alc,female,74,23,12,0.24,EtOH,start,121,123,Model,4,0.087
25/10/2021,54,Ctrl,female,74,23,12,0.235,EtOH,start,122,124,Model,4,0.08
25/10/2021,56,Alc,female,74,23,12,0.24,EtOH,start,119,124,Model,4,0.079
25/10/2021,57,Str,female,74,23,12,0.212,EtOH,start,123,123,Model,4,0.049
25/10/2021,58,Alc+Str,female,74,23,12,0.219,EtOH,start,120,123,Model,4,0.065
25/10/2021,59,Ctrl,female,74,23,12,0.219,EtOH,start,122,124,Model,4,0.071
25/10/2021,61,Alc,male,74,23,12,0.308,EtOH,start,121,123,Model,4,0.131
25/10/2021,62,Alc+Str,male,74,23,12,0.296,EtOH,start,119,123,Model,4,0.141
25/10/2021,63,Ctrl,male,74,23,12,0.258,EtOH,start,123,124,Model,4,0.085
25/10/2021,64,Ctrl,male,74,23,12,0.346,EtOH,start,123,123,Model,4,0.155
25/10/2021,65,Str,male,74,23,12,0.322,EtOH,start,123,124,Model,4,0.14
25/10/2021,66,Alc+Str,male,74,23,12,0.321,EtOH,start,119,122,Model,4,0.113
25/10/2021,67,Alc,male,74,23,12,0.385,EtOH,start,120,123,Model,4,0.183
25/10/2021,52,Str,female,74,24,12,0.197,EtOH,30_mins,122,120,Model,4,0.039
25/10/2021,53,Alc,female,74,24,12,0.24,EtOH,30_mins,120,120,Model,4,0.087
25/10/2021,54,Ctrl,female,74,24,12,0.235,EtOH,30_mins,120,123,Model,4,0.08
25/10/2021,56,Alc,female,74,24,12,0.24,EtOH,30_mins,119,120,Model,4,0.079
25/10/2021,57,Str,female,74,24,12,0.212,EtOH,30_mins,122,121,Model,4,0.049
25/10/2021,58,Alc+Str,female,74,24,12,0.219,EtOH,30_mins,118,121,Model,4,0.065
25/10/2021,59,Ctrl,female,74,24,12,0.219,EtOH,30_mins,121,123,Model,4,0.071
25/10/2021,61,Alc,male,74,24,12,0.308,EtOH,30_mins,121,121,Model,4,0.131
25/10/2021,62,Alc+Str,male,74,24,12,0.296,EtOH,30_mins,118,121,Model,4,0.141
25/10/2021,63,Ctrl,male,74,24,12,0.258,EtOH,30_mins,119,122,Model,4,0.085
25/10/2021,64,Ctrl,male,74,24,12,0.346,EtOH,30_mins,115,123,Model,4,0.155
25/10/2021,65,Str,male,74,24,12,0.322,EtOH,30_mins,121,123,Model,4,0.14
25/10/2021,66,Alc+Str,male,74,24,12,0.321,EtOH,30_mins,118,120,Model,4,0.113
25/10/2021,67,Alc,male,74,24,12,0.385,EtOH,30_mins,116,119,Model,4,0.183
26/10/2021,52,Str,female,74,24,12,0.197,EtOH,24_hrs,116,100,Model,4,0.039
26/10/2021,53,Alc,female,74,24,12,0.24,EtOH,24_hrs,115,101,Model,4,0.087
26/10/2021,54,Ctrl,female,74,24,12,0.235,EtOH,24_hrs,99,118,Model,4,0.08
26/10/2021,56,Alc,female,74,24,12,0.24,EtOH,24_hrs,116,98,Model,4,0.079
26/10/2021,57,Str,female,74,24,12,0.212,EtOH,24_hrs,116,104,Model,4,0.049
26/10/2021,58,Alc+Str,female,74,24,12,0.219,EtOH,24_hrs,118,99,Model,4,0.065
26/10/2021,59,Ctrl,female,74,24,12,0.219,EtOH,24_hrs,118,98,Model,4,0.071
26/10/2021,61,Alc,male,74,24,12,0.308,EtOH,24_hrs,119,88,Model,4,0.131
26/10/2021,62,Alc+Str,male,74,24,12,0.296,EtOH,24_hrs,114,87,Model,4,0.141
26/10/2021,63,Ctrl,male,74,24,12,0.258,EtOH,24_hrs,89,117,Model,4,0.085
26/10/2021,64,Ctrl,male,74,24,12,0.346,EtOH,24_hrs,69,121,Model,4,0.155
26/10/2021,65,Str,male,74,24,12,0.322,EtOH,24_hrs,92,121,Model,4,0.14
26/10/2021,66,Alc+Str,male,74,24,12,0.321,EtOH,24_hrs,116,87,Model,4,0.113
26/10/2021,67,Alc,male,74,24,12,0.385,EtOH,24_hrs,115,85,Model,4,0.183
26/10/2021,52,Str,female,75,25,12,0.195,H2O,start,124,131,Model,4,0.037
26/10/2021,53,Alc,female,75,25,12,0.239,H2O,start,122,127,Model,4,0.086
26/10/2021,54,Ctrl,female,75,25,12,0.238,H2O,start,125,124,Model,4,0.083
26/10/2021,56,Alc,female,75,25,12,0.235,H2O,start,123,123,Model,4,0.074
26/10/2021,57,Str,female,75,25,12,0.21,H2O,start,125,123,Model,4,0.047
26/10/2021,58,Alc+Str,female,75,25,12,0.21,H2O,start,125,123,Model,4,0.056
26/10/2021,59,Ctrl,female,75,25,12,0.221,H2O,start,122,119,Model,4,0.073
26/10/2021,61,Alc,male,75,25,12,0.296,H2O,start,124,126,Model,4,0.119
26/10/2021,62,Alc+Str,male,75,25,12,0.308,H2O,start,123,125,Model,4,0.153
26/10/2021,63,Ctrl,male,75,25,12,0.358,H2O,start,121,125,Model,4,0.185
26/10/2021,64,Ctrl,male,75,25,12,0.347,H2O,start,119,117,Model,4,0.156
26/10/2021,65,Str,male,75,25,12,0.319,H2O,start,125,123,Model,4,0.137
26/10/2021,66,Alc+Str,male,75,25,12,0.319,H2O,start,128,124,Model,4,0.111
26/10/2021,67,Alc,male,75,25,12,0.38,H2O,start,126,126,Model,4,0.178
27/10/2021,52,Str,female,75,25,12,0.195,H2O,24_hrs,105,119,Model,4,0.037
27/10/2021,53,Alc,female,75,25,12,0.239,H2O,24_hrs,102,113,Model,4,0.086
27/10/2021,54,Ctrl,female,75,25,12,0.238,H2O,24_hrs,106,109,Model,4,0.083
27/10/2021,56,Alc,female,75,25,12,0.235,H2O,24_hrs,110,100,Model,4,0.074
27/10/2021,57,Str,female,75,25,12,0.21,H2O,24_hrs,99,118,Model,4,0.047
27/10/2021,58,Alc+Str,female,75,25,12,0.21,H2O,24_hrs,111,112,Model,4,0.056
27/10/2021,59,Ctrl,female,75,25,12,0.221,H2O,24_hrs,103,98,Model,4,0.073
27/10/2021,61,Alc,male,75,25,12,0.296,H2O,24_hrs,83,124,Model,4,0.119
27/10/2021,62,Alc+Str,male,75,25,12,0.308,H2O,24_hrs,115,91,Model,4,0.153
27/10/2021,63,Ctrl,male,75,25,12,0.358,H2O,24_hrs,113,93,Model,4,0.185
27/10/2021,64,Ctrl,male,75,25,12,0.347,H2O,24_hrs,112,82,Model,4,0.156
27/10/2021,65,Str,male,75,25,12,0.319,H2O,24_hrs,124,84,Model,4,0.137
27/10/2021,66,Alc+Str,male,75,25,12,0.319,H2O,24_hrs,117,91,Model,4,0.111
27/10/2021,67,Alc,male,75,25,12,0.38,H2O,24_hrs,111,100,Model,4,0.178
27/10/2021,52,Str,female,76,25,13,0.2,EtOH,start,123,123,Model,4,0.042
27/10/2021,53,Alc,female,76,25,13,0.25,EtOH,start,119,123,Model,4,0.097
27/10/2021,54,Ctrl,female,76,25,13,0.237,EtOH,start,122,124,Model,4,0.082
27/10/2021,56,Alc,female,76,25,13,0.245,EtOH,start,120,123,Model,4,0.084
27/10/2021,57,Str,female,76,25,13,0.212,EtOH,start,123,122,Model,4,0.049
27/10/2021,58,Alc+Str,female,76,25,13,0.221,EtOH,start,120,122,Model,4,0.067
27/10/2021,59,Ctrl,female,76,25,13,0.231,EtOH,start,125,123,Model,4,0.083
27/10/2021,61,Alc,male,76,25,13,0.31,EtOH,start,121,123,Model,4,0.133
27/10/2021,62,Alc+Str,male,76,25,13,0.313,EtOH,start,120,121,Model,4,0.158
27/10/2021,63,Ctrl,male,76,25,13,0.369,EtOH,start,123,122,Model,4,0.196
27/10/2021,64,Ctrl,male,76,25,13,0.353,EtOH,start,125,123,Model,4,0.162
27/10/2021,65,Str,male,76,25,13,0.327,EtOH,start,122,121,Model,4,0.145
27/10/2021,66,Alc+Str,male,76,25,13,0.328,EtOH,start,128,123,Model,4,0.12
27/10/2021,67,Alc,male,76,25,13,0.397,EtOH,start,120,123,Model,4,0.195
27/10/2021,52,Str,female,76,26,13,0.2,EtOH,30_mins,122,122,Model,4,0.042
27/10/2021,53,Alc,female,76,26,13,0.25,EtOH,30_mins,118,121,Model,4,0.097
27/10/2021,54,Ctrl,female,76,26,13,0.237,EtOH,30_mins,121,124,Model,4,0.082
27/10/2021,56,Alc,female,76,26,13,0.245,EtOH,30_mins,120,120,Model,4,0.084
27/10/2021,57,Str,female,76,26,13,0.212,EtOH,30_mins,122,121,Model,4,0.049
27/10/2021,58,Alc+Str,female,76,26,13,0.221,EtOH,30_mins,119,119,Model,4,0.067
27/10/2021,59,Ctrl,female,76,26,13,0.231,EtOH,30_mins,119,122,Model,4,0.083
27/10/2021,61,Alc,male,76,26,13,0.31,EtOH,30_mins,120,120,Model,4,0.133
27/10/2021,62,Alc+Str,male,76,26,13,0.313,EtOH,30_mins,119,117,Model,4,0.158
27/10/2021,63,Ctrl,male,76,26,13,0.369,EtOH,30_mins,122,119,Model,4,0.196
27/10/2021,64,Ctrl,male,76,26,13,0.353,EtOH,30_mins,121,122,Model,4,0.162
27/10/2021,65,Str,male,76,26,13,0.327,EtOH,30_mins,121,119,Model,4,0.145
27/10/2021,66,Alc+Str,male,76,26,13,0.328,EtOH,30_mins,127,119,Model,4,0.12
27/10/2021,67,Alc,male,76,26,13,0.397,EtOH,30_mins,116,119,Model,4,0.195
28/10/2021,52,Str,female,76,26,13,0.2,EtOH,24_hrs,96,120,Model,4,0.042
28/10/2021,53,Alc,female,76,26,13,0.25,EtOH,24_hrs,113,102,Model,4,0.097
28/10/2021,54,Ctrl,female,76,26,13,0.237,EtOH,24_hrs,120,111,Model,4,0.082
28/10/2021,56,Alc,female,76,26,13,0.245,EtOH,24_hrs,107,95,Model,4,0.084
28/10/2021,57,Str,female,76,26,13,0.212,EtOH,24_hrs,115,98,Model,4,0.049
28/10/2021,58,Alc+Str,female,76,26,13,0.221,EtOH,24_hrs,118,83,Model,4,0.067
28/10/2021,59,Ctrl,female,76,26,13,0.231,EtOH,24_hrs,116,96,Model,4,0.083
28/10/2021,61,Alc,male,76,26,13,0.31,EtOH,24_hrs,118,79,Model,4,0.133
28/10/2021,62,Alc+Str,male,76,26,13,0.313,EtOH,24_hrs,114,84,Model,4,0.158
28/10/2021,63,Ctrl,male,76,26,13,0.369,EtOH,24_hrs,118,85,Model,4,0.196
28/10/2021,64,Ctrl,male,76,26,13,0.353,EtOH,24_hrs,85,114,Model,4,0.162
28/10/2021,65,Str,male,76,26,13,0.327,EtOH,24_hrs,92,113,Model,4,0.145
